value,date,geotrack,type_size,__name__,app,demo,job,repo,time_stamp
3,2022-09-18,USBAL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-18,USCLT,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-18,USCVG,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-18,USIAH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-18,USILM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-18,USMOB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-18,USORF,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-18,USSTL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-18,USWOR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
4,2022-09-18,UYMVD,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
4,2022-09-18,VEGUT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
25,2022-09-18,VNHAI,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-18,ZAJNB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,ALDRR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
13,2022-09-19,BDCGP,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
4,2022-09-19,BDDAC,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,BEANR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,BGVAR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
4,2022-09-19,BRPGU,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
17,2022-09-19,BRSNT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,CACAL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,CARGI,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,CNHUA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
3,2022-09-19,CNNTG,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
18,2022-09-19,CNOCQ,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
5,2022-09-19,CNZSH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,CRSAN,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,CWWTD,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,ESTRG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
3,2022-09-19,FRLEH,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,FRLEH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,GRPIE,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,HKHKG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,HTPAP,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
67,2022-09-19,ILHFA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,INAHM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,INAKV,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
6,2022-09-19,INCCU,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,INFBD,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,INGHR,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,INHYX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
11,2022-09-19,INHZA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,INITG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,INJOH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,INNAG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
30,2022-09-19,INNHV,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,INPAV,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,ITLVN,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,ITMXP,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,JPKBE,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,JPOSA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,JPYOK,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
3,2022-09-19,KHPKH,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
3,2022-09-19,LKCMB,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,MXMEX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,MXMTY,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
2,2022-09-19,MYPSG,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
3,2022-09-19,MYPSG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,PYASU,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
7,2022-09-19,TWKSG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
9,2022-09-19,TZDAR,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
44,2022-09-19,USBAL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-09-19,USCLT,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,USCVG,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
25,2022-09-19,USIAH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,USILM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
10,2022-09-19,USMOB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
14,2022-09-19,USORF,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,USSTL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
1,2022-09-19,USWOR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
4,2022-09-19,UYMVD,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
10,2022-09-19,VEGUT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
18,2022-09-19,VNHAI,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
6,2022-09-19,ZAJNB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:zim,OPERATIONS,1665467670.407
0,2022-10-09,AUBNE,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,AUBNE,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,AUMEL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,AUSYD,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,AUSYD,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
8,2022-10-09,BDCGP,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
6,2022-10-09,BDCGP,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,BRIIP,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,CAMTL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,CAMTL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,CATRT,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
6,2022-10-09,CATRT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,CAVAN,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,CNNGB,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
6,2022-10-09,CNNGB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
8,2022-10-09,CNSNH,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
18,2022-10-09,CNSNH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
7,2022-10-09,CNXNG,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
6,2022-10-09,CNXNG,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
1,2022-10-09,DORHA,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
7,2022-10-09,DORHA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,GBFLX,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,GBFLX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,GEHAM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,GEHAM,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
3,2022-10-09,IDJKT,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,IDJKT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
202,2022-10-09,ILASH,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
81,2022-10-09,ILHFA,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
163,2022-10-09,ILHFA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,INIDS,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,INIDS,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
9,2022-10-09,INMAA,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,INMAA,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
7,2022-10-09,INNHV,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
13,2022-10-09,INNHV,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
34,2022-10-09,INRQL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
4,2022-10-09,INRQL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,KRPUS,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,MXVER,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
3,2022-10-09,MYPKL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
6,2022-10-09,MYPKL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
1,2022-10-09,NGLOS,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
1,2022-10-09,NGLOS,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
3,2022-10-09,NLRTM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
3,2022-10-09,NLRTM,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
10,2022-10-09,PHMNT,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
7,2022-10-09,PHMNT,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
3,2022-10-09,PLGDY,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,PLGDY,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,ROCST,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
2,2022-10-09,ROCST,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
1,2022-10-09,SGSIN,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,TRKPX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,TRMER,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,TRYAR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,TRYAR,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USATL,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USATL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USBAL,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USCHI,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
4,2022-10-09,USCHI,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USCHS,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USCHS,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USCLB,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USCLE,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USDET,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USJAX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USLAX,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USLAX,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USMEM,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USSAV,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
0,2022-10-09,USSAV,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
27,2022-10-09,VNHAI,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
5,2022-10-09,VNHAI,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
8,2022-10-09,VNHCM,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
8,2022-10-09,VNHCM,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
4,2022-10-09,ZADUR,DV20,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
5,2022-10-09,ZADUR,HC40,OPERATIONS:worst_models,logistic-cycle,first demo,VENDOR:logistic-cycle:OPERATIONS,OPERATIONS,1665467670.407
